HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
Espanol,Ath Bilbao,2,1,H,0,1,A,2015
Real Madrid,Sevilla,4,0,H,1,0,H,2015
Valencia,Celta,0,2,A,0,0,D,2015
Villarreal,Barcelona,2,2,D,0,2,A,2015
Vallecano,Getafe,2,0,H,1,0,H,2015
Ath Madrid,Betis,5,1,H,2,0,H,2015
Barcelona,Real Madrid,1,2,A,0,0,D,2015
Celta,La Coruna,1,1,D,1,1,D,2015
Las Palmas,Valencia,2,1,H,0,1,A,2015
Ath Bilbao,Granada,1,1,D,1,0,H,2015
Eibar,Villarreal,1,2,A,1,1,D,2015
Malaga,Espanol,1,1,D,1,1,D,2015
Sevilla,Sociedad,1,2,A,0,2,A,2015
Levante,Sp Gijon,0,0,D,0,0,D,2015
Granada,Malaga,0,0,D,0,0,D,2015
Betis,Levante,1,0,H,0,0,D,2015
Espanol,Ath Madrid,1,3,A,1,1,D,2015
Real Madrid,Eibar,4,0,H,4,0,H,2015
Sociedad,Barcelona,1,0,H,1,0,H,2015
Ath Bilbao,Vallecano,1,0,H,0,0,D,2015
Sp Gijon,Celta,0,1,A,0,0,D,2015
Valencia,Sevilla,2,1,H,1,0,H,2015
Villarreal,Getafe,2,0,H,1,0,H,2015
La Coruna,Las Palmas,1,3,A,0,0,D,2015
Levante,Espanol,2,1,H,1,1,D,2015
Celta,Betis,1,1,D,0,1,A,2015
Eibar,Sociedad,2,1,H,1,1,D,2015
Getafe,Real Madrid,1,5,A,0,2,A,2015
Las Palmas,Sp Gijon,1,1,D,1,0,H,2015
Ath Madrid,Granada,3,0,H,1,0,H,2015
Barcelona,Valencia,1,2,A,0,2,A,2015
Malaga,Ath Bilbao,0,1,A,0,0,D,2015
Sevilla,La Coruna,1,1,D,1,0,H,2015
Vallecano,Villarreal,2,1,H,1,1,D,2015
Betis,Las Palmas,1,0,H,0,0,D,2015
Espanol,Celta,1,1,D,1,1,D,2015
Ath Bilbao,Ath Madrid,0,1,A,0,1,A,2015
La Coruna,Barcelona,0,8,A,0,2,A,2015
Malaga,Vallecano,1,1,D,0,0,D,2015
Real Madrid,Villarreal,3,0,H,1,0,H,2015
Sp Gijon,Sevilla,2,1,H,1,1,D,2015
Valencia,Eibar,4,0,H,3,0,H,2015
Granada,Levante,5,1,H,3,0,H,2015
Sociedad,Getafe,1,2,A,1,1,D,2015
Las Palmas,Espanol,4,0,H,1,0,H,2015
Ath Madrid,Malaga,1,0,H,0,0,D,2015
Barcelona,Sp Gijon,6,0,H,1,0,H,2015
Eibar,La Coruna,1,1,D,1,0,H,2015
Vallecano,Real Madrid,2,3,A,2,1,H,2015
Getafe,Valencia,2,2,D,0,0,D,2015
Levante,Ath Bilbao,2,2,D,1,0,H,2015
Sevilla,Betis,2,0,H,0,0,D,2015
Villarreal,Sociedad,0,0,D,0,0,D,2015
Celta,Granada,2,1,H,1,0,H,2015
Sp Gijon,Eibar,2,0,H,1,0,H,2015
Ath Madrid,Vallecano,1,0,H,0,0,D,2015
Betis,Barcelona,0,2,A,0,0,D,2015
Granada,Las Palmas,3,2,H,2,2,D,2015
Sociedad,Real Madrid,0,1,A,0,0,D,2015
Ath Bilbao,Celta,2,1,H,1,1,D,2015
Espanol,Sevilla,1,0,H,0,0,D,2015
La Coruna,Getafe,0,2,A,0,1,A,2015
Valencia,Villarreal,0,2,A,0,2,A,2015
Malaga,Levante,3,1,H,1,1,D,2015
Barcelona,Espanol,5,0,H,1,0,H,2015
Celta,Malaga,1,0,H,1,0,H,2015
Eibar,Betis,1,1,D,0,1,A,2015
Getafe,Sp Gijon,1,1,D,0,0,D,2015
Las Palmas,Ath Bilbao,0,0,D,0,0,D,2015
Levante,Ath Madrid,2,1,H,1,1,D,2015
Real Madrid,Valencia,3,2,H,2,0,H,2015
Sevilla,Granada,1,4,A,0,1,A,2015
Sociedad,Vallecano,2,1,H,1,0,H,2015
Villarreal,La Coruna,0,2,A,0,1,A,2015
Valencia,Sociedad,0,1,A,0,0,D,2015
Ath Bilbao,Sevilla,3,1,H,2,0,H,2015
Ath Madrid,Celta,2,0,H,0,0,D,2015
Granada,Barcelona,0,3,A,0,2,A,2015
La Coruna,Real Madrid,0,2,A,0,2,A,2015
Betis,Getafe,2,1,H,0,0,D,2015
Espanol,Eibar,4,2,H,2,0,H,2015
Malaga,Las Palmas,4,1,H,2,1,H,2015
Sp Gijon,Villarreal,2,0,H,1,0,H,2015
Vallecano,Levante,3,1,H,2,0,H,2015
La Coruna,Eibar,2,1,H,0,0,D,2016
Malaga,Osasuna,1,1,D,0,0,D,2016
Barcelona,Betis,6,2,H,3,1,H,2016
Granada,Villarreal,1,1,D,0,0,D,2016
Sevilla,Espanol,6,4,H,3,3,D,2016
Ath Madrid,Alaves,1,1,D,0,0,D,2016
Sociedad,Real Madrid,0,3,A,0,2,A,2016
Sp Gijon,Ath Bilbao,2,1,H,0,0,D,2016
Celta,Leganes,0,1,A,0,0,D,2016
Valencia,Las Palmas,2,4,A,2,3,A,2016
Betis,La Coruna,0,0,D,0,0,D,2016
Espanol,Malaga,2,2,D,1,0,H,2016
Eibar,Valencia,1,0,H,0,0,D,2016
Leganes,Ath Madrid,0,0,D,0,0,D,2016
Osasuna,Sociedad,0,2,A,0,1,A,2016
Real Madrid,Celta,2,1,H,0,0,D,2016
Alaves,Sp Gijon,0,0,D,0,0,D,2016
Ath Bilbao,Barcelona,0,1,A,0,1,A,2016
Las Palmas,Granada,5,1,H,1,1,D,2016
Villarreal,Sevilla,0,0,D,0,0,D,2016
Sociedad,Espanol,1,1,D,0,0,D,2016
Barcelona,Alaves,1,2,A,0,1,A,2016
Celta,Ath Madrid,0,4,A,0,0,D,2016
Malaga,Villarreal,0,2,A,0,2,A,2016
Real Madrid,Osasuna,5,2,H,3,0,H,2016
Sevilla,Las Palmas,2,1,H,0,1,A,2016
Granada,Eibar,1,2,A,0,1,A,2016
La Coruna,Ath Bilbao,0,1,A,0,1,A,2016
Sp Gijon,Leganes,2,1,H,2,0,H,2016
Valencia,Betis,2,3,A,0,1,A,2016
Betis,Granada,2,2,D,1,2,A,2016
Ath Madrid,Sp Gijon,5,0,H,3,0,H,2016
Eibar,Sevilla,1,1,D,0,1,A,2016
Las Palmas,Malaga,1,0,H,1,0,H,2016
Leganes,Barcelona,1,5,A,0,3,A,2016
Ath Bilbao,Valencia,2,1,H,2,1,H,2016
Espanol,Real Madrid,0,2,A,0,1,A,2016
Osasuna,Celta,0,0,D,0,0,D,2016
Villarreal,Sociedad,2,1,H,2,1,H,2016
Alaves,La Coruna,0,0,D,0,0,D,2016
Malaga,Eibar,2,1,H,1,1,D,2016
Sevilla,Betis,1,0,H,0,0,D,2016
Barcelona,Ath Madrid,1,1,D,1,0,H,2016
Celta,Sp Gijon,2,1,H,0,0,D,2016
Granada,Ath Bilbao,1,2,A,1,1,D,2016
Real Madrid,Villarreal,1,1,D,0,1,A,2016
Sociedad,Las Palmas,4,1,H,3,0,H,2016
La Coruna,Leganes,1,2,A,1,0,H,2016
Osasuna,Espanol,1,2,A,0,1,A,2016
Valencia,Alaves,2,1,H,1,1,D,2016
Betis,Malaga,1,0,H,1,0,H,2016
Ath Bilbao,Sevilla,3,1,H,1,0,H,2016
Eibar,Sociedad,2,0,H,0,0,D,2016
Las Palmas,Real Madrid,2,2,D,1,1,D,2016
Sp Gijon,Barcelona,0,5,A,0,2,A,2016
Ath Madrid,La Coruna,1,0,H,0,0,D,2016
Espanol,Celta,0,2,A,0,0,D,2016
Leganes,Valencia,1,2,A,1,1,D,2016
Villarreal,Osasuna,3,1,H,3,1,H,2016
Alaves,Granada,3,1,H,0,0,D,2016
Sociedad,Betis,1,0,H,0,0,D,2016
Granada,Leganes,0,1,A,0,0,D,2016
La Coruna,Sp Gijon,2,1,H,1,0,H,2016
Osasuna,Las Palmas,2,2,D,2,0,H,2016
Sevilla,Alaves,2,1,H,0,0,D,2016
Celta,Barcelona,4,3,H,3,0,H,2016
Espanol,Villarreal,0,0,D,0,0,D,2016
Malaga,Ath Bilbao,2,1,H,0,1,A,2016
Real Madrid,Eibar,1,1,D,1,1,D,2016
Valencia,Ath Madrid,0,2,A,0,0,D,2016
Las Palmas,Espanol,0,0,D,0,0,D,2016
Ath Madrid,Granada,7,1,H,2,1,H,2016
Barcelona,La Coruna,4,0,H,3,0,H,2016
Betis,Real Madrid,1,6,A,0,4,A,2016
Leganes,Sevilla,2,3,A,0,1,A,2016
Alaves,Malaga,1,1,D,1,0,H,2016
Ath Bilbao,Sociedad,3,2,H,0,1,A,2016
Sp Gijon,Valencia,1,2,A,1,1,D,2016
Villarreal,Celta,5,0,H,3,0,H,2016
Eibar,Osasuna,2,3,A,2,2,D,2016
Osasuna,Betis,1,2,A,0,1,A,2016
Espanol,Eibar,3,3,D,0,3,A,2016
Granada,Sp Gijon,0,0,D,0,0,D,2016
Sociedad,Alaves,3,0,H,1,0,H,2016
Valencia,Barcelona,2,3,A,0,1,A,2016
Celta,La Coruna,4,1,H,1,1,D,2016
Malaga,Leganes,4,0,H,2,0,H,2016
Real Madrid,Ath Bilbao,2,1,H,1,1,D,2016
Sevilla,Ath Madrid,1,0,H,0,0,D,2016
Villarreal,Las Palmas,2,1,H,0,1,A,2016
Leganes,Sociedad,0,2,A,0,1,A,2016
Alaves,Real Madrid,1,4,A,1,2,A,2016
Ath Madrid,Malaga,4,2,H,3,1,H,2016
Barcelona,Granada,1,0,H,0,0,D,2016
Sp Gijon,Sevilla,1,1,D,1,1,D,2016
Ath Bilbao,Osasuna,1,1,D,1,1,D,2016
Betis,Espanol,0,1,A,0,0,D,2016
Eibar,Villarreal,2,1,H,0,1,A,2016
Las Palmas,Celta,3,3,D,0,3,A,2016
La Coruna,Valencia,1,1,D,1,0,H,2016
Malaga,Sp Gijon,3,2,H,1,1,D,2016
Granada,La Coruna,1,1,D,0,0,D,2016
Las Palmas,Eibar,1,0,H,0,0,D,2016
Osasuna,Alaves,0,1,A,0,0,D,2016
Sociedad,Ath Madrid,2,0,H,0,0,D,2016
Celta,Valencia,2,1,H,1,1,D,2016
Espanol,Ath Bilbao,0,0,D,0,0,D,2016
Real Madrid,Leganes,3,0,H,2,0,H,2016
Sevilla,Barcelona,1,2,A,1,1,D,2016
Villarreal,Betis,2,0,H,1,0,H,2016
Betis,Las Palmas,2,0,H,2,0,H,2016
Ath Madrid,Real Madrid,0,3,A,0,1,A,2016
Barcelona,Malaga,0,0,D,0,0,D,2016
Eibar,Celta,1,0,H,1,0,H,2016
La Coruna,Sevilla,2,3,A,2,1,H,2016
Alaves,Espanol,0,1,A,0,0,D,2016
Ath Bilbao,Villarreal,1,0,H,0,0,D,2016
Sp Gijon,Sociedad,1,3,A,1,1,D,2016
Valencia,Granada,1,1,D,0,1,A,2016
Leganes,Osasuna,2,0,H,1,0,H,2016
Eibar,Betis,3,1,H,2,0,H,2016
Espanol,Leganes,3,0,H,0,0,D,2016
Malaga,La Coruna,4,3,H,2,1,H,2016
Real Madrid,Sp Gijon,2,1,H,2,1,H,2016
Sevilla,Valencia,2,1,H,0,0,D,2016
Celta,Granada,3,1,H,2,0,H,2016
Osasuna,Ath Madrid,0,3,A,0,2,A,2016
Sociedad,Barcelona,1,1,D,0,0,D,2016
Villarreal,Alaves,0,2,A,0,2,A,2016
Las Palmas,Ath Bilbao,3,1,H,1,0,H,2016
Ath Madrid,Espanol,0,0,D,0,0,D,2016
Barcelona,Real Madrid,1,1,D,0,0,D,2016
Granada,Sevilla,2,1,H,1,0,H,2016
Leganes,Villarreal,0,0,D,0,0,D,2016
Alaves,Las Palmas,1,1,D,1,0,H,2016
Ath Bilbao,Eibar,3,1,H,1,0,H,2016
Betis,Celta,3,3,D,1,1,D,2016
Sp Gijon,Osasuna,3,1,H,1,0,H,2016
Valencia,Malaga,2,2,D,2,1,H,2016
La Coruna,Sociedad,5,1,H,3,0,H,2016
Malaga,Granada,1,1,D,1,0,H,2016
Las Palmas,Leganes,1,1,D,1,0,H,2016
Osasuna,Barcelona,0,3,A,0,0,D,2016
Real Madrid,La Coruna,3,2,H,0,0,D,2016
Sociedad,Valencia,3,2,H,2,1,H,2016
Betis,Ath Bilbao,1,0,H,1,0,H,2016
Celta,Sevilla,0,3,A,0,0,D,2016
Eibar,Alaves,0,0,D,0,0,D,2016
Espanol,Sp Gijon,2,1,H,0,0,D,2016
Villarreal,Ath Madrid,3,0,H,2,0,H,2016
Alaves,Betis,1,0,H,0,0,D,2016
Ath Madrid,Las Palmas,1,0,H,0,0,D,2016
Granada,Sociedad,0,2,A,0,0,D,2016
Sevilla,Malaga,4,1,H,4,0,H,2016
Sp Gijon,Villarreal,1,3,A,0,2,A,2016
Barcelona,Espanol,4,1,H,1,0,H,2016
La Coruna,Osasuna,2,0,H,2,0,H,2016
Leganes,Eibar,1,1,D,1,0,H,2016
Ath Bilbao,Celta,2,1,H,0,0,D,2016
Espanol,La Coruna,1,1,D,0,0,D,2016
Eibar,Ath Madrid,0,2,A,0,0,D,2016
Las Palmas,Sp Gijon,1,0,H,0,0,D,2016
Real Madrid,Granada,5,0,H,4,0,H,2016
Sociedad,Sevilla,0,4,A,0,2,A,2016
Ath Bilbao,Alaves,0,0,D,0,0,D,2016
Betis,Leganes,2,0,H,0,0,D,2016
Celta,Malaga,3,1,H,1,0,H,2016
Villarreal,Barcelona,1,1,D,0,0,D,2016
Osasuna,Valencia,3,3,D,1,2,A,2016
Ath Madrid,Betis,1,0,H,1,0,H,2016
Barcelona,Las Palmas,5,0,H,1,0,H,2016
La Coruna,Villarreal,0,0,D,0,0,D,2016
Leganes,Ath Bilbao,0,0,D,0,0,D,2016
Celta,Alaves,1,0,H,0,0,D,2016
Granada,Osasuna,1,1,D,0,1,A,2016
Sevilla,Real Madrid,2,1,H,0,0,D,2016
Sp Gijon,Eibar,2,3,A,1,3,A,2016
Valencia,Espanol,2,1,H,1,0,H,2016
Malaga,Sociedad,0,2,A,0,0,D,2016
Las Palmas,La Coruna,1,1,D,1,0,H,2016
Alaves,Leganes,2,2,D,1,1,D,2016
Espanol,Granada,3,1,H,2,1,H,2016
Real Madrid,Malaga,2,1,H,2,0,H,2016
Villarreal,Valencia,0,2,A,0,2,A,2016
Ath Bilbao,Ath Madrid,2,2,D,1,1,D,2016
Betis,Sp Gijon,0,0,D,0,0,D,2016
Eibar,Barcelona,0,4,A,0,1,A,2016
Osasuna,Sevilla,3,4,A,1,1,D,2016
Sociedad,Celta,1,0,H,0,0,D,2016
Osasuna,Malaga,1,1,D,0,0,D,2016
Alaves,Ath Madrid,0,0,D,0,0,D,2016
Eibar,La Coruna,3,1,H,2,1,H,2016
Leganes,Celta,0,2,A,0,1,A,2016
Villarreal,Granada,2,0,H,1,0,H,2016
Ath Bilbao,Sp Gijon,2,1,H,0,1,A,2016
Betis,Barcelona,1,1,D,0,0,D,2016
Espanol,Sevilla,3,1,H,2,1,H,2016
Real Madrid,Sociedad,3,0,H,1,0,H,2016
Las Palmas,Valencia,3,1,H,1,1,D,2016
Ath Madrid,Leganes,2,0,H,1,0,H,2016
Barcelona,Ath Bilbao,3,0,H,2,0,H,2016
Malaga,Espanol,0,1,A,0,1,A,2016
Valencia,Eibar,0,4,A,0,2,A,2016
Sevilla,Villarreal,0,0,D,0,0,D,2016
Sociedad,Osasuna,3,2,H,0,1,A,2016
Sp Gijon,Alaves,2,4,A,0,1,A,2016
Granada,Las Palmas,1,0,H,1,0,H,2016
Espanol,Sociedad,1,2,A,1,1,D,2016
Alaves,Barcelona,0,6,A,0,2,A,2016
Ath Bilbao,La Coruna,2,1,H,0,1,A,2016
Betis,Valencia,0,0,D,0,0,D,2016
Osasuna,Real Madrid,1,3,A,1,1,D,2016
Ath Madrid,Celta,3,2,H,1,1,D,2016
Las Palmas,Sevilla,0,1,A,0,0,D,2016
Leganes,Sp Gijon,0,2,A,0,0,D,2016
Villarreal,Malaga,1,1,D,0,1,A,2016
Eibar,Granada,4,0,H,2,0,H,2016
Granada,Betis,4,1,H,3,0,H,2016
La Coruna,Alaves,0,1,A,0,0,D,2016
Real Madrid,Espanol,2,0,H,1,0,H,2016
Sevilla,Eibar,2,0,H,1,0,H,2016
Sp Gijon,Ath Madrid,1,4,A,0,0,D,2016
Barcelona,Leganes,2,1,H,1,0,H,2016
Celta,Osasuna,3,0,H,1,0,H,2016
Sociedad,Villarreal,0,1,A,0,0,D,2016
Valencia,Ath Bilbao,2,0,H,2,0,H,2016
Malaga,Las Palmas,2,1,H,2,1,H,2016
Valencia,Real Madrid,2,1,H,2,1,H,2016
Las Palmas,Sociedad,0,1,A,0,0,D,2016
Alaves,Valencia,2,1,H,0,0,D,2016
Betis,Sevilla,1,2,A,1,0,H,2016
Eibar,Malaga,3,0,H,1,0,H,2016
Leganes,La Coruna,4,0,H,2,0,H,2016
Ath Bilbao,Granada,3,1,H,2,1,H,2016
Ath Madrid,Barcelona,1,2,A,0,0,D,2016
Espanol,Osasuna,3,0,H,1,0,H,2016
Sp Gijon,Celta,1,1,D,0,0,D,2016
Villarreal,Real Madrid,2,3,A,0,0,D,2016
Malaga,Betis,1,2,A,1,0,H,2016
Sociedad,Eibar,2,2,D,1,1,D,2016
Valencia,Leganes,1,0,H,1,0,H,2016
Barcelona,Sp Gijon,6,1,H,3,1,H,2016
Celta,Espanol,2,2,D,2,2,D,2016
Granada,Alaves,2,1,H,1,0,H,2016
Osasuna,Villarreal,1,4,A,0,2,A,2016
Real Madrid,Las Palmas,3,3,D,1,1,D,2016
La Coruna,Ath Madrid,1,1,D,1,0,H,2016
Sevilla,Ath Bilbao,1,0,H,1,0,H,2016
Betis,Sociedad,2,3,A,1,2,A,2016
Barcelona,Celta,5,0,H,2,0,H,2016
Eibar,Real Madrid,1,4,A,0,3,A,2016
Leganes,Granada,1,0,H,0,0,D,2016
Villarreal,Espanol,2,0,H,1,0,H,2016
Ath Bilbao,Malaga,1,0,H,0,0,D,2016
Ath Madrid,Valencia,3,0,H,1,0,H,2016
Las Palmas,Osasuna,5,2,H,1,2,A,2016
Sp Gijon,La Coruna,0,1,A,0,1,A,2016
Alaves,Sevilla,1,1,D,0,1,A,2016
La Coruna,Betis,1,1,D,0,0,D,2016
Espanol,Las Palmas,4,3,H,2,1,H,2016
Granada,Ath Madrid,0,1,A,0,0,D,2016
Malaga,Alaves,1,2,A,0,1,A,2016
Sevilla,Leganes,1,1,D,1,1,D,2016
Valencia,Sp Gijon,1,1,D,0,0,D,2016
Celta,Villarreal,0,1,A,0,1,A,2016
La Coruna,Barcelona,2,1,H,1,0,H,2016
Real Madrid,Betis,2,1,H,1,1,D,2016
Sociedad,Ath Bilbao,0,2,A,0,1,A,2016
Osasuna,Eibar,1,1,D,0,0,D,2016
Las Palmas,Villarreal,1,0,H,1,0,H,2016
Alaves,Sociedad,1,0,H,1,0,H,2016
Ath Bilbao,Real Madrid,1,2,A,0,1,A,2016
Betis,Osasuna,2,0,H,2,0,H,2016
Eibar,Espanol,1,1,D,1,0,H,2016
Ath Madrid,Sevilla,3,1,H,1,0,H,2016
Barcelona,Valencia,4,2,H,2,2,D,2016
La Coruna,Celta,0,1,A,0,0,D,2016
Leganes,Malaga,0,0,D,0,0,D,2016
Sp Gijon,Granada,3,1,H,0,0,D,2016
Espanol,Betis,2,1,H,0,0,D,2016
Malaga,Ath Madrid,0,2,A,0,1,A,2016
Osasuna,Ath Bilbao,1,2,A,0,2,A,2016
Sociedad,Leganes,1,1,D,0,1,A,2016
Villarreal,Eibar,2,3,A,1,0,H,2016
Granada,Barcelona,1,4,A,0,1,A,2016
Real Madrid,Alaves,3,0,H,1,0,H,2016
Sevilla,Sp Gijon,0,0,D,0,0,D,2016
Valencia,La Coruna,3,0,H,2,0,H,2016
Celta,Las Palmas,3,1,H,2,0,H,2016
Ath Bilbao,Espanol,2,0,H,2,0,H,2016
Ath Madrid,Sociedad,1,0,H,1,0,H,2016
Betis,Villarreal,0,1,A,0,0,D,2016
Alaves,Osasuna,0,1,A,0,0,D,2016
Barcelona,Sevilla,3,0,H,3,0,H,2016
La Coruna,Granada,0,0,D,0,0,D,2016
Leganes,Real Madrid,2,4,A,2,3,A,2016
Sp Gijon,Malaga,0,1,A,0,1,A,2016
Eibar,Las Palmas,3,1,H,2,0,H,2016
Valencia,Celta,3,2,H,1,1,D,2016
Villarreal,Ath Bilbao,3,1,H,1,1,D,2016
Espanol,Alaves,1,0,H,0,0,D,2016
Malaga,Barcelona,2,0,H,1,0,H,2016
Real Madrid,Ath Madrid,1,1,D,0,0,D,2016
Sevilla,La Coruna,4,2,H,3,2,H,2016
Celta,Eibar,0,2,A,0,1,A,2016
Granada,Valencia,1,3,A,0,2,A,2016
Las Palmas,Betis,4,1,H,1,0,H,2016
Osasuna,Leganes,2,1,H,1,1,D,2016
Sociedad,Sp Gijon,3,1,H,2,0,H,2016
Ath Bilbao,Las Palmas,5,1,H,3,1,H,2016
Ath Madrid,Osasuna,3,0,H,1,0,H,2016
Barcelona,Sociedad,3,2,H,3,2,H,2016
La Coruna,Malaga,2,0,H,0,0,D,2016
Sp Gijon,Real Madrid,2,3,A,1,1,D,2016
Betis,Eibar,2,0,H,1,0,H,2016
Granada,Celta,0,3,A,0,1,A,2016
Leganes,Espanol,0,1,A,0,0,D,2016
Valencia,Sevilla,0,0,D,0,0,D,2016
Alaves,Villarreal,2,1,H,2,0,H,2016
Sevilla,Granada,2,0,H,1,0,H,2016
Espanol,Ath Madrid,0,1,A,0,0,D,2016
Malaga,Valencia,2,0,H,2,0,H,2016
Osasuna,Sp Gijon,2,2,D,1,0,H,2016
Villarreal,Leganes,2,1,H,0,0,D,2016
Celta,Betis,0,1,A,0,0,D,2016
Las Palmas,Alaves,1,1,D,1,0,H,2016
Real Madrid,Barcelona,2,3,A,1,1,D,2016
Sociedad,La Coruna,1,0,H,1,0,H,2016
Eibar,Ath Bilbao,0,1,A,0,0,D,2016
Ath Madrid,Villarreal,0,1,A,0,0,D,2016
Granada,Malaga,0,2,A,0,0,D,2016
Sp Gijon,Espanol,1,1,D,1,0,H,2016
Barcelona,Osasuna,7,1,H,2,0,H,2016
La Coruna,Real Madrid,2,6,A,1,3,A,2016
Leganes,Las Palmas,3,0,H,0,0,D,2016
Valencia,Sociedad,2,3,A,0,2,A,2016
Alaves,Eibar,0,0,D,0,0,D,2016
Ath Bilbao,Betis,2,1,H,0,0,D,2016
Sevilla,Celta,2,1,H,0,0,D,2016
Villarreal,Sp Gijon,3,1,H,1,0,H,2016
Espanol,Barcelona,0,3,A,0,0,D,2016
Las Palmas,Ath Madrid,0,5,A,0,3,A,2016
Real Madrid,Valencia,2,1,H,1,0,H,2016
Sociedad,Granada,2,1,H,1,0,H,2016
Betis,Alaves,1,4,A,1,0,H,2016
Celta,Ath Bilbao,0,3,A,0,1,A,2016
Eibar,Leganes,2,0,H,0,0,D,2016
Osasuna,La Coruna,2,2,D,1,1,D,2016
Malaga,Sevilla,4,2,H,1,1,D,2016
Sevilla,Sociedad,1,1,D,1,0,H,2016
Ath Madrid,Eibar,1,0,H,0,0,D,2016
Barcelona,Villarreal,4,1,H,2,1,H,2016
Granada,Real Madrid,0,4,A,0,4,A,2016
Sp Gijon,Las Palmas,1,0,H,0,0,D,2016
Alaves,Ath Bilbao,1,0,H,0,0,D,2016
La Coruna,Espanol,1,2,A,0,2,A,2016
Malaga,Celta,3,0,H,1,0,H,2016
Valencia,Osasuna,4,1,H,2,0,H,2016
Leganes,Betis,4,0,H,2,0,H,2016
Espanol,Valencia,0,1,A,0,0,D,2016
Osasuna,Granada,2,1,H,1,1,D,2016
Alaves,Celta,3,1,H,3,0,H,2016
Ath Bilbao,Leganes,1,1,D,1,0,H,2016
Betis,Ath Madrid,1,1,D,0,0,D,2016
Eibar,Sp Gijon,0,1,A,0,1,A,2016
Las Palmas,Barcelona,1,4,A,0,2,A,2016
Real Madrid,Sevilla,4,1,H,2,0,H,2016
Sociedad,Malaga,2,2,D,1,1,D,2016
Villarreal,La Coruna,0,0,D,0,0,D,2016
Celta,Real Madrid,1,4,A,0,1,A,2016
Granada,Espanol,1,2,A,1,2,A,2016
La Coruna,Las Palmas,3,0,H,3,0,H,2016
Leganes,Alaves,1,1,D,0,0,D,2016
Sevilla,Osasuna,5,0,H,3,0,H,2016
Sp Gijon,Betis,2,2,D,1,1,D,2016
Ath Madrid,Ath Bilbao,3,1,H,2,0,H,2016
Barcelona,Eibar,4,2,H,0,1,A,2016
Celta,Sociedad,2,2,D,0,0,D,2016
Malaga,Real Madrid,0,2,A,0,1,A,2016
Valencia,Villarreal,1,3,A,0,1,A,2016
Leganes,Alaves,1,0,H,1,0,H,2017
Valencia,Las Palmas,1,0,H,1,0,H,2017
Celta,Sociedad,2,3,A,1,1,D,2017
Girona,Ath Madrid,2,2,D,2,0,H,2017
Sevilla,Espanol,1,1,D,1,1,D,2017
Ath Bilbao,Getafe,0,0,D,0,0,D,2017
Barcelona,Betis,2,0,H,2,0,H,2017
La Coruna,Real Madrid,0,3,A,0,2,A,2017
Levante,Villarreal,1,0,H,0,0,D,2017
Malaga,Eibar,0,1,A,0,0,D,2017
Betis,Celta,2,1,H,1,1,D,2017
Sociedad,Villarreal,3,0,H,3,0,H,2017
Alaves,Barcelona,0,2,A,0,0,D,2017
Girona,Malaga,1,0,H,1,0,H,2017
Las Palmas,Ath Madrid,1,5,A,0,2,A,2017
Levante,La Coruna,2,2,D,1,2,A,2017
Eibar,Ath Bilbao,0,1,A,0,1,A,2017
Espanol,Leganes,0,1,A,0,1,A,2017
Getafe,Sevilla,0,1,A,0,0,D,2017
Real Madrid,Valencia,2,2,D,1,1,D,2017
Leganes,Getafe,1,2,A,0,1,A,2017
Barcelona,Espanol,5,0,H,2,0,H,2017
Real Madrid,Levante,1,1,D,1,1,D,2017
Sevilla,Eibar,3,0,H,0,0,D,2017
Valencia,Ath Madrid,0,0,D,0,0,D,2017
Ath Bilbao,Girona,2,0,H,1,0,H,2017
Celta,Alaves,1,0,H,1,0,H,2017
La Coruna,Sociedad,2,4,A,1,2,A,2017
Villarreal,Betis,3,1,H,1,1,D,2017
Malaga,Las Palmas,1,3,A,0,1,A,2017
Eibar,Leganes,1,0,H,0,0,D,2017
Ath Madrid,Malaga,1,0,H,0,0,D,2017
Betis,La Coruna,2,1,H,1,1,D,2017
Getafe,Barcelona,1,2,A,1,0,H,2017
Levante,Valencia,1,1,D,1,1,D,2017
Alaves,Villarreal,0,3,A,0,1,A,2017
Girona,Sevilla,0,1,A,0,0,D,2017
Las Palmas,Ath Bilbao,1,0,H,0,0,D,2017
Sociedad,Real Madrid,1,3,A,1,2,A,2017
Espanol,Celta,2,1,H,2,0,H,2017
Barcelona,Eibar,6,1,H,2,0,H,2017
Valencia,Malaga,5,0,H,1,0,H,2017
Ath Bilbao,Ath Madrid,1,2,A,0,0,D,2017
La Coruna,Alaves,1,0,H,1,0,H,2017
Leganes,Girona,0,0,D,0,0,D,2017
Real Madrid,Betis,0,1,A,0,0,D,2017
Sevilla,Las Palmas,1,0,H,0,0,D,2017
Celta,Getafe,1,1,D,1,0,H,2017
Levante,Sociedad,3,0,H,1,0,H,2017
Villarreal,Espanol,0,0,D,0,0,D,2017
Alaves,Real Madrid,1,2,A,1,2,A,2017
Ath Madrid,Sevilla,2,0,H,0,0,D,2017
Girona,Barcelona,0,3,A,0,1,A,2017
Malaga,Ath Bilbao,3,3,D,1,1,D,2017
Eibar,Celta,0,4,A,0,3,A,2017
Espanol,La Coruna,4,1,H,2,0,H,2017
Getafe,Villarreal,4,0,H,0,0,D,2017
Las Palmas,Leganes,0,2,A,0,0,D,2017
Sociedad,Valencia,2,3,A,1,1,D,2017
Betis,Levante,4,0,H,0,0,D,2017
